State,County,Year,Days with AQI,Good Days,Moderate Days,Unhealthy for Sensitive Groups Days,Unhealthy Days,Very Unhealthy Days,Hazardous Days,Max AQI,90th Percentile AQI,Median AQI,Days CO,Days NO2,Days Ozone,Days PM2.5,Days PM10,climate_state_abbr,climate_stations_used,state_ANN-TAVG-NORMAL,state_ANN-TMIN-NORMAL,state_ANN-TMAX-NORMAL,state_ANN-PRCP-NORMAL,em_FIPS,em_EPA_REGION,em_TOTAL_EMISSIONS_TON,em_POLLUTANT_COUNT,em_FACILITY_COUNT,em_TOP_POLLUTANT,em_TOP_POLLUTANT_EMISSIONS_TON,em_TOP_POLLUTANT_SHARE_PCT,em_TOP_FACILITY_TYPE,em_TOP_FACILITY_TYPE_EMISSIONS_TON,em_TOP_FACILITY,em_TOP_FACILITY_EMISSIONS_TON,health_heat_deaths_year,health_heat_related_deaths,health_heat_related_deaths_status,health_air_toxics_year,health_county_total_cancer_risk_per_million,health_county_pollutant_count,health_county_top_pollutant,health_county_top_pollutant_risk_per_million,health_state_mean_county_total_cancer_risk_per_million,health_state_max_county_total_cancer_risk_per_million,health_state_top_county_by_cancer_risk,health_state_top_county_cancer_risk_per_million,health_state_top_pollutant_statewide
Alabama,Baldwin,2020,269,223,46,0,0,0,0,74,54,38,0,0,178,91,0,AL,237,63.8154,52.474,75.149,58.8522,01003,4,1918.048333,63,9,Carbon Monoxide,1140.94752,59.48,Airport,1836.741259,Bay Minette Muni,897.536115,2020,15,reported,2019,25.1,7,Formaldehyde,17.9,31.1582,36.6,Tuscaloosa,36.6,Formaldehyde
Alabama,Clay,2020,105,83,22,0,0,0,0,88,56,34,0,0,0,105,0,AL,237,63.8154,52.474,75.149,58.8522,01027,4,1040.11759,50,5,Volatile Organic Compounds,599.709023,57.66,"Woodwork, Furniture, Millwork Manufacturing",822.894224,Wellborn Cabinets Inc,608.069799,2020,15,reported,2019,31.4,7,Formaldehyde,23.2,31.1582,36.6,Tuscaloosa,36.6,Formaldehyde
Alabama,DeKalb,2020,364,332,32,0,0,0,0,91,49,37,0,0,309,55,0,AL,237,63.8154,52.474,75.149,58.8522,01049,4,1244.455706,74,11,Volatile Organic Compounds,307.355776,24.7,Unspecified,1103.608804,Crossville Pellets LLC,606.375678,2020,15,reported,2019,27.3,7,Formaldehyde,19.7,31.1582,36.6,Tuscaloosa,36.6,Formaldehyde
Alabama,Elmore,2020,197,197,0,0,0,0,0,47,41,31,0,0,197,0,0,AL,237,63.8154,52.474,75.149,58.8522,01051,4,382.294259,76,4,Carbon Monoxide,139.14004,36.4,Airport,120.707518,Wetumpka Muni,120.707518,2020,15,reported,2019,33.6,7,Formaldehyde,24.8,31.1582,36.6,Tuscaloosa,36.6,Formaldehyde
Alabama,Etowah,2020,276,239,37,0,0,0,0,93,53,36,0,0,191,85,0,AL,237,63.8154,52.474,75.149,58.8522,01055,4,336.288524,105,8,Volatile Organic Compounds,134.81855,40.09,Unspecified,147.266228,Fehrer Alabama LLC,140.634417,2020,15,reported,2019,31.2,7,Formaldehyde,22.3,31.1582,36.6,Tuscaloosa,36.6,Formaldehyde
Alabama,Jefferson,2020,366,119,244,3,0,0,0,129,70,54,0,0,58,308,0,AL,237,63.8154,52.474,75.149,58.8522,01073,4,33752.767917,122,188,Nitrogen Oxides,11703.231752,34.67,Electricity Generation via Combustion,11949.174555,ALABAMA POWER COMPANY (MILLER POWER PLANT),11949.174555,2020,15,reported,2019,35.1,7,Formaldehyde,25.5,31.1582,36.6,Tuscaloosa,36.6,Formaldehyde
Alabama,Lawrence,2020,90,84,6,0,0,0,0,78,48,24,0,0,0,90,0,AL,237,63.8154,52.474,75.149,58.8522,01079,4,143.165626,66,2,Carbon Monoxide,81.631838,57.02,Landfill,92.821372,Morris Farms Landfill,92.821372,2020,15,reported,2019,27.4,7,Formaldehyde,19.5,31.1582,36.6,Tuscaloosa,36.6,Formaldehyde
Alabama,Madison,2020,364,210,154,0,0,0,0,89,59,47,0,0,72,288,4,AL,237,63.8154,52.474,75.149,58.8522,01089,4,2127.118874,77,22,Ammonia,660.2164,31.04,Airport,682.97172,ATI Alldyne,645.052,2020,15,reported,2019,28.3,7,Formaldehyde,19.9,31.1582,36.6,Tuscaloosa,36.6,Formaldehyde
Alabama,Mobile,2020,348,188,160,0,0,0,0,78,62,49,0,0,84,264,0,AL,237,63.8154,52.474,75.149,58.8522,01097,4,24671.567139,119,53,Nitrogen Oxides,7241.104835,29.35,Electricity Generation via Combustion,6473.236175,Alabama Power Company,6291.766505,2020,15,reported,2019,29.3,7,Formaldehyde,20.8,31.1582,36.6,Tuscaloosa,36.6,Formaldehyde
Alabama,Montgomery,2020,361,70,289,2,0,0,0,116,70,58,0,0,18,343,0,AL,237,63.8154,52.474,75.149,58.8522,01101,4,3041.433873,88,13,Volatile Organic Compounds,1091.962824,35.9,Ferroalloy Plant,953.135861,"DC Alabama, Inc.",953.135861,2020,15,reported,2019,34.1,7,Formaldehyde,24.5,31.1582,36.6,Tuscaloosa,36.6,Formaldehyde
Alabama,Morgan,2020,355,251,104,0,0,0,0,75,58,41,0,0,96,259,0,AL,237,63.8154,52.474,75.149,58.8522,01103,4,10327.789382,112,21,Carbon Monoxide,3501.006767,33.9,Chemical Plant,4151.805212,Nucor Steel Decatur LLC,3662.924162,2020,15,reported,2019,28.9,7,Formaldehyde,20.1,31.1582,36.6,Tuscaloosa,36.6,Formaldehyde
Alabama,Russell,2020,365,236,129,0,0,0,0,99,61,44,0,0,49,316,0,AL,237,63.8154,52.474,75.149,58.8522,01113,4,16607.279595,84,7,Carbon Monoxide,5120.8753,30.84,Pulp and Paper Plant,9936.964232,"WestRock Coated Board, LLC. - Mahrt Mill",9936.964232,2020,15,reported,2019,35.5,7,Formaldehyde,25.9,31.1582,36.6,Tuscaloosa,36.6,Formaldehyde
Alabama,Shelby,2020,241,232,9,0,0,0,0,67,46,34,0,0,241,0,0,AL,237,63.8154,52.474,75.149,58.8522,01117,4,27285.963605,100,14,Nitrogen Oxides,8536.788659,31.29,Mineral Processing Plant,17816.273191,"Lhoist North America of Alabama, LLC",16384.650299,2020,15,reported,2019,35.0,7,Formaldehyde,25.7,31.1582,36.6,Tuscaloosa,36.6,Formaldehyde
Alabama,Sumter,2020,355,314,41,0,0,0,0,74,51,33,0,0,139,216,0,AL,237,63.8154,52.474,75.149,58.8522,01119,4,1058.416517,32,3,Nitrogen Oxides,760.4054,71.84,Unspecified,992.874764,"Arcosa LW BR, LLC",992.858764,2020,15,reported,2019,33.8,7,Formaldehyde,25.3,31.1582,36.6,Tuscaloosa,36.6,Formaldehyde
Alabama,Tuscaloosa,2020,278,247,31,0,0,0,0,97,52,34,0,0,186,92,0,AL,237,63.8154,52.474,75.149,58.8522,01125,4,4301.806367,112,16,Volatile Organic Compounds,1702.002046,39.56,Petroleum Refinery,1188.860684,Hunt Refining Company,1188.860684,2020,15,reported,2019,36.6,7,Formaldehyde,26.8,31.1582,36.6,Tuscaloosa,36.6,Formaldehyde
Alaska,Aleutians East,2020,121,121,0,0,0,0,0,41,29,11,0,0,0,121,0,AK,213,33.8493,26.134,41.578,44.4432,02013,10,951.314015,57,15,Nitrogen Oxides,424.570989,44.63,Food Products Processing Plant,441.507738,Akutan Seafood Processing Facility,441.507738,2020,,suppressed,2019,5.2,7,Formaldehyde,2.5,9.9931,38.8,Anchorage,38.8,Formaldehyde
Alaska,Anchorage,2020,366,294,72,0,0,0,0,92,55,27,6,0,0,267,93,AK,213,33.8493,26.134,41.578,44.4432,,,,,,,,,,,,,2020,,suppressed,2019,,,,,9.9931,38.8,Anchorage,38.8,Formaldehyde
Alaska,Bethel,2020,167,165,2,0,0,0,0,56,24,7,0,0,0,30,137,AK,213,33.8493,26.134,41.578,44.4432,02050,10,1494.723083,45,40,Nitrogen Oxides,721.134004,48.25,Electricity Generation via Combustion,775.225828,Bethel Power Plant,775.225828,2020,,suppressed,2019,6.4,7,Formaldehyde,3.1,9.9931,38.8,Anchorage,38.8,Formaldehyde
Alaska,Denali,2020,358,356,2,0,0,0,0,54,42,33,0,0,353,5,0,AK,213,33.8493,26.134,41.578,44.4432,02068,10,1962.064403,55,8,Carbon Monoxide,1177.237853,60.0,Electricity Generation via Combustion,1941.643126,Healy Power Plant,1941.643126,2020,,suppressed,2019,7.5,7,Formaldehyde,4.0,9.9931,38.8,Anchorage,38.8,Formaldehyde
Alaska,Fairbanks North Star,2020,366,231,98,17,20,0,0,177,106,39,0,0,76,287,3,AK,213,33.8493,26.134,41.578,44.4432,02090,10,9301.152734,83,23,Nitrogen Oxides,4474.446143,48.11,Electricity Generation via Combustion,6249.401691,Fort Wainwright (Privatized Emission Units),2694.647399,2020,,suppressed,2019,22.6,7,Formaldehyde,12.4,9.9931,38.8,Anchorage,38.8,Formaldehyde
Alaska,Juneau,2020,361,320,40,1,0,0,0,101,52,19,0,0,0,336,25,AK,213,33.8493,26.134,41.578,44.4432,,,,,,,,,,,,,2020,,suppressed,2019,,,,,9.9931,38.8,Anchorage,38.8,Formaldehyde
Alaska,Kenai Peninsula,2020,122,120,2,0,0,0,0,53,19,10,0,0,0,122,0,AK,213,33.8493,26.134,41.578,44.4432,02122,10,9076.613848,86,62,Nitrogen Oxides,4868.124629,53.63,Oil or Gas Facility (On-shore),3408.025564,Swanson River Field,2414.072739,2020,,suppressed,2019,14.3,7,Formaldehyde,8.5,9.9931,38.8,Anchorage,38.8,Formaldehyde
Alaska,Matanuska-Susitna,2020,359,317,41,1,0,0,0,103,53,17,0,0,0,303,56,AK,213,33.8493,26.134,41.578,44.4432,02170,10,715.546603,50,44,Carbon Monoxide,466.097826,65.14,Airport,534.13825,Liquefied Natural Gas Plant #1,181.408353,2020,,suppressed,2019,16.3,7,Formaldehyde,9.3,9.9931,38.8,Anchorage,38.8,Formaldehyde
Alaska,North Slope,2020,112,111,1,0,0,0,0,54,16,6,0,0,0,112,0,AK,213,33.8493,26.134,41.578,44.4432,02185,10,48006.357349,58,58,Nitrogen Oxides,34918.798001,72.74,Oil or Gas Facility (On-shore),23735.486736,Central Compressor Plant (CCP),9799.371128,2020,,suppressed,2019,6.4,7,Formaldehyde,2.9,9.9931,38.8,Anchorage,38.8,Formaldehyde
Arizona,Apache,2020,364,356,8,0,0,0,0,63,30,14,0,0,0,53,311,AZ,364,62.1885,47.2015,77.1748,12.6477,04001,9,22828.304754,85,6,Nitrogen Oxides,7855.633829,34.41,Electricity Generation via Combustion,22738.890585,TUCSON ELECTRIC POWER CO - SPRINGERVILLE,16063.470588,2020,373,reported,2019,10.2,7,Formaldehyde,6.5,17.2267,30.3,Maricopa,30.3,Formaldehyde
Arizona,Cochise,2020,366,271,93,2,0,0,0,108,61,45,0,0,301,4,61,AZ,364,62.1885,47.2015,77.1748,12.6477,04003,9,7901.600092,87,17,Nitrogen Oxides,2756.503939,34.89,Electricity Generation via Combustion,3002.151689,AEPCO - APACHE GENERATING STATION,3001.670554,2020,373,reported,2019,14.3,7,Formaldehyde,9.8,17.2267,30.3,Maricopa,30.3,Formaldehyde
Arizona,Coconino,2020,366,302,64,0,0,0,0,93,58,44,0,0,345,21,0,AZ,364,62.1885,47.2015,77.1748,12.6477,04005,9,1535.775278,67,13,Nitrogen Oxides,955.252895,62.2,Compressor Station,1123.106241,EPNG - WILLIAMS COMPRESSOR STATION,862.824649,2020,373,reported,2019,12.2,7,Formaldehyde,7.9,17.2267,30.3,Maricopa,30.3,Formaldehyde
Arizona,Gila,2020,366,256,99,8,3,0,0,174,74,44,0,0,338,1,27,AZ,364,62.1885,47.2015,77.1748,12.6477,04007,9,2574.802918,56,5,PM10 Primary (Filt + Cond),476.717295,18.51,Primary Copper Smelting/Refining Plant,2456.965652,FREEPORT MCMORAN MIAMI SMELTER,2436.742413,2020,373,reported,2019,15.1,7,Formaldehyde,10.2,17.2267,30.3,Maricopa,30.3,Formaldehyde
Arizona,La Paz,2020,366,292,72,2,0,0,0,125,58,44,0,0,350,9,7,AZ,364,62.1885,47.2015,77.1748,12.6477,04012,9,377.902948,68,5,Nitrogen Oxides,277.070843,73.32,Compressor Station,291.339608,EPNG - WENDEN COMPRESSOR STATION,212.947698,2020,373,reported,2019,19.1,7,Formaldehyde,13.7,17.2267,30.3,Maricopa,30.3,Formaldehyde
Arizona,Maricopa,2020,366,11,154,60,66,75,0,282,216,112,0,0,271,63,32,AZ,364,62.1885,47.2015,77.1748,12.6477,04013,9,18756.405433,100,89,Carbon Monoxide,8001.452277,42.66,Airport,8944.165174,Phoenix Sky Harbor Intl,3136.346817,2020,373,reported,2019,30.3,7,Formaldehyde,19.1,17.2267,30.3,Maricopa,30.3,Formaldehyde
Arizona,Mohave,2020,358,348,9,1,0,0,0,116,36,19,0,0,0,51,307,AZ,364,62.1885,47.2015,77.1748,12.6477,04015,9,2650.973308,85,22,Carbon Monoxide,911.27763,34.38,Compressor Station,797.426055,EPNG - HACKBERRY COMPRESSOR STATION,374.902631,2020,373,reported,2019,17.4,7,Formaldehyde,12.1,17.2267,30.3,Maricopa,30.3,Formaldehyde
Arizona,Navajo,2020,366,314,50,2,0,0,0,136,54,43,0,0,359,4,3,AZ,364,62.1885,47.2015,77.1748,12.6477,04017,9,8237.479504,126,14,Nitrogen Oxides,3917.775971,47.56,Electricity Generation via Combustion,8005.141631,APS - CHOLLA POWER PLANT,7309.071215,2020,373,reported,2019,12.0,7,Formaldehyde,7.8,17.2267,30.3,Maricopa,30.3,Formaldehyde
Arizona,Pima,2020,366,124,229,12,0,1,0,277,77,55,0,0,169,99,98,AZ,364,62.1885,47.2015,77.1748,12.6477,04019,9,14294.10755,90,23,Carbon Monoxide,4680.192435,32.74,Unspecified,5455.692869,CALPORTLAND-RILLITO CEMENT PLANT (APCC),4950.455714,2020,373,reported,2019,20.8,7,Formaldehyde,13.9,17.2267,30.3,Maricopa,30.3,Formaldehyde
Arizona,Pinal,2020,366,86,196,74,8,0,2,1194,121,73,0,0,123,60,183,AZ,364,62.1885,47.2015,77.1748,12.6477,04021,9,4686.740637,76,32,Carbon Monoxide,1639.426324,34.98,Airport,1568.853372,"Ray Complex, Ray Operations",1007.16018,2020,373,reported,2019,21.8,7,Formaldehyde,15.0,17.2267,30.3,Maricopa,30.3,Formaldehyde
Arizona,Santa Cruz,2020,360,208,147,4,1,0,0,170,71,44,0,0,0,303,57,AZ,364,62.1885,47.2015,77.1748,12.6477,04023,9,227.448654,55,2,Carbon Monoxide,160.111601,70.39,Airport,199.664646,Nogales Intl,199.664646,2020,373,reported,2019,15.8,7,Formaldehyde,10.3,17.2267,30.3,Maricopa,30.3,Formaldehyde
Arizona,Yavapai,2020,331,265,65,1,0,0,0,119,61,45,0,0,331,0,0,AZ,364,62.1885,47.2015,77.1748,12.6477,04025,9,8155.991,96,15,Sulfur Dioxide,2416.575187,29.63,Mineral Processing Plant,4300.27266,CHEMICAL LIME NELSON PLANT,4300.27266,2020,373,reported,2019,13.9,7,Formaldehyde,9.3,17.2267,30.3,Maricopa,30.3,Formaldehyde
Arizona,Yuma,2020,366,206,157,2,0,0,1,319,70,49,0,0,174,152,40,AZ,364,62.1885,47.2015,77.1748,12.6477,04027,9,2840.997836,90,9,Carbon Monoxide,1057.122819,37.21,Airport,2216.827572,Yuma Mcas/Yuma Intl,2194.92252,2020,373,reported,2019,26.5,7,Formaldehyde,15.9,17.2267,30.3,Maricopa,30.3,Formaldehyde
Arkansas,Arkansas,2020,119,84,35,0,0,0,0,84,56,36,0,0,0,119,0,AR,229,61.0539,50.2706,71.8392,55.9458,05001,6,1730.686244,55,5,Volatile Organic Compounds,771.994075,44.61,Food Products Processing Plant,1388.062281,RICELAND FOODS INC - SOY DIV - STUTTGART,1388.062281,2020,13,reported,2019,26.1,7,Formaldehyde,18.6,27.7267,40.8,Baxter,40.8,Formaldehyde
Arkansas,Ashley,2020,122,91,31,0,0,0,0,91,56,37,0,0,0,122,0,AR,229,61.0539,50.2706,71.8392,55.9458,05003,6,1743.285763,74,5,Nitrogen Oxides,681.161425,39.07,Pulp and Paper Plant,984.661843,GEORGIA-PACIFIC CROSSETT PAPER OPERATIONS,984.661843,2020,13,reported,2019,30.9,7,Formaldehyde,22.8,27.7267,40.8,Baxter,40.8,Formaldehyde
Arkansas,Clark,2020,342,341,1,0,0,0,0,67,40,29,0,0,342,0,0,AR,229,61.0539,50.2706,71.8392,55.9458,05019,6,2980.642802,87,6,Volatile Organic Compounds,930.271703,31.21,Lumber/Sawmill,2401.860349,GEORGIA-PACIFIC WOOD PRODUCTS LLC,2324.022749,2020,13,reported,2019,33.1,7,Formaldehyde,24.1,27.7267,40.8,Baxter,40.8,Formaldehyde
Arkansas,Crittenden,2020,366,244,119,3,0,0,0,115,60,45,0,3,104,259,0,AR,229,61.0539,50.2706,71.8392,55.9458,05035,6,515.806227,44,6,Volatile Organic Compounds,330.209091,64.02,Petroleum Storage Facility,337.258235,Valero West Memphis Terminal,337.258235,2020,13,reported,2019,26.7,7,Formaldehyde,17.5,27.7267,40.8,Baxter,40.8,Formaldehyde
Arkansas,Garland,2020,121,79,42,0,0,0,0,85,58,39,0,0,0,121,0,AR,229,61.0539,50.2706,71.8392,55.9458,05051,6,207.495636,61,4,Carbon Monoxide,88.40414,42.61,Airport,101.369831,Memorial Field,101.369831,2020,13,reported,2019,31.3,7,Formaldehyde,22.5,27.7267,40.8,Baxter,40.8,Formaldehyde
Arkansas,Jackson,2020,122,92,30,0,0,0,0,79,57,34,0,0,0,122,0,AR,229,61.0539,50.2706,71.8392,55.9458,05067,6,1219.375777,68,7,Volatile Organic Compounds,726.41161,59.57,Unspecified,707.749372,Granges Americas,706.749372,2020,13,reported,2019,23.8,7,Formaldehyde,16.4,27.7267,40.8,Baxter,40.8,Formaldehyde
Arkansas,Newton,2020,364,352,12,0,0,0,0,84,46,35,0,0,343,21,0,AR,229,61.0539,50.2706,71.8392,55.9458,,,,,,,,,,,,,2020,13,reported,2019,,,,,27.7267,40.8,Baxter,40.8,Formaldehyde
Arkansas,Polk,2020,359,322,37,0,0,0,0,84,51,37,0,0,299,60,0,AR,229,61.0539,50.2706,71.8392,55.9458,05113,6,101.303273,45,2,Carbon Monoxide,85.647514,84.55,Airport,101.200773,Mena Intermountain Muni,101.200773,2020,13,reported,2019,26.5,7,Formaldehyde,19.2,27.7267,40.8,Baxter,40.8,Formaldehyde
Arkansas,Pulaski,2020,366,186,178,2,0,0,0,132,64,50,0,3,68,295,0,AR,229,61.0539,50.2706,71.8392,55.9458,05119,6,3528.123542,88,24,Nitrogen Oxides,1131.87205,32.08,Airport,1615.948564,LITTLE ROCK AFB,1039.934495,2020,13,reported,2019,32.2,7,Formaldehyde,22.3,27.7267,40.8,Baxter,40.8,Formaldehyde
Arkansas,Union,2020,121,74,47,0,0,0,0,90,57,45,0,0,0,121,0,AR,229,61.0539,50.2706,71.8392,55.9458,05139,6,8058.660256,147,19,Carbon Monoxide,1712.319458,21.25,Petroleum Refinery,1609.382785,LION OIL COMPANY,1427.674756,2020,13,reported,2019,34.5,7,Formaldehyde,25.1,27.7267,40.8,Baxter,40.8,Formaldehyde
Arkansas,Washington,2020,366,251,114,1,0,0,0,150,58,44,0,0,129,237,0,AR,229,61.0539,50.2706,71.8392,55.9458,05143,6,870.614921,54,9,Carbon Monoxide,291.882244,33.53,Landfill,482.935137,"Eco-Vista, LLC-Waste Management",482.935137,2020,13,reported,2019,25.6,7,Formaldehyde,17.3,27.7267,40.8,Baxter,40.8,Formaldehyde
California,Alameda,2020,366,169,177,8,11,1,0,243,81,52,0,6,87,273,0,CA,673,60.5508,48.0549,73.0492,22.2142,06001,9,6922.379545,96,1747,Carbon Monoxide,1902.758767,27.49,Airport,2270.157764,Metropolitan Oakland In,1501.404553,2020,128,reported,2019,18.8,7,Formaldehyde,11.7,21.5707,34.8,Sacramento,34.8,Formaldehyde
California,Amador,2020,359,327,29,2,1,0,0,156,50,37,0,0,359,0,0,CA,673,60.5508,48.0549,73.0492,22.2142,06005,9,1698.854318,73,12,PM10 Primary (Filt + Cond),324.772118,19.12,Plywood & Engineered Wood Products,1416.060136,AMPINE: A DIVISION OF TIMBER PRODUCTS COMPANY,1416.060136,2020,128,reported,2019,23.6,7,Formaldehyde,17.1,21.5707,34.8,Sacramento,34.8,Formaldehyde
California,Butte,2020,366,149,178,18,16,3,2,508,110,54,0,0,159,204,3,CA,673,60.5508,48.0549,73.0492,22.2142,06007,9,1567.664333,81,454,Carbon Monoxide,374.453094,23.89,Unspecified,1108.988117,"SFPP, LP/KINDER MORGAN",175.34476,2020,128,reported,2019,29.5,7,Formaldehyde,20.5,21.5707,34.8,Sacramento,34.8,Formaldehyde
California,Calaveras,2020,364,206,135,10,12,1,0,210,79,48,0,0,182,177,5,CA,673,60.5508,48.0549,73.0492,22.2142,06009,9,100.370962,43,2,Carbon Monoxide,88.09866,87.77,Airport,98.036903,Calaveras Co-Maury Rasm,98.036903,2020,128,reported,2019,22.4,7,Formaldehyde,16.1,21.5707,34.8,Sacramento,34.8,Formaldehyde
California,Colusa,2020,366,218,116,9,22,1,0,221,87,42,0,0,148,190,28,CA,673,60.5508,48.0549,73.0492,22.2142,06011,9,1775.645601,80,127,PM10 Primary (Filt + Cond),354.69225,19.98,Unspecified,1086.621509,WADHAM ENERGY LTD PARTNERSHIP,392.459335,2020,128,reported,2019,23.2,7,Formaldehyde,16.1,21.5707,34.8,Sacramento,34.8,Formaldehyde
California,Contra Costa,2020,366,192,156,7,10,1,0,221,75,49,0,2,107,257,0,CA,673,60.5508,48.0549,73.0492,22.2142,06013,9,20853.327132,106,1016,Volatile Organic Compounds,4041.20432,19.38,Petroleum Refinery,14884.416041,MARTINEZ REFINING COMPANY LLC,7280.328938,2020,128,reported,2019,19.8,7,Formaldehyde,12.9,21.5707,34.8,Sacramento,34.8,Formaldehyde
California,Del Norte,2020,292,193,90,4,3,2,0,245,61,42,0,0,0,292,0,CA,673,60.5508,48.0549,73.0492,22.2142,06015,9,58.406457,56,40,Carbon Monoxide,38.505568,65.93,Airport,48.031741,Jack Mc Namara Field,41.285842,2020,128,reported,2019,15.8,7,Formaldehyde,9.9,21.5707,34.8,Sacramento,34.8,Formaldehyde
California,El Dorado,2020,366,256,87,17,6,0,0,190,90,43,0,0,346,13,7,CA,673,60.5508,48.0549,73.0492,22.2142,06017,9,682.094102,63,396,Carbon Monoxide,446.548173,65.47,Airport,467.319395,Placerville,194.049518,2020,128,reported,2019,24.0,7,Formaldehyde,16.6,21.5707,34.8,Sacramento,34.8,Formaldehyde
California,Fresno,2020,366,75,192,59,31,8,1,346,154,76,0,0,149,204,13,CA,673,60.5508,48.0549,73.0492,22.2142,06019,9,4143.25729,105,1260,Volatile Organic Compounds,1111.374626,26.82,Unspecified,1269.72563,Fresno Yosemite Interna,404.208534,2020,128,reported,2019,27.3,7,Formaldehyde,19.4,21.5707,34.8,Sacramento,34.8,Formaldehyde
California,Glenn,2020,364,200,135,7,19,3,0,221,84,46,0,0,151,202,11,CA,673,60.5508,48.0549,73.0492,22.2142,06021,9,880.8033,77,149,Carbon Monoxide,230.609327,26.18,Unspecified,485.225839,JOHNS-MANVILLE,140.765426,2020,128,reported,2019,24.1,7,Formaldehyde,16.7,21.5707,34.8,Sacramento,34.8,Formaldehyde
California,Humboldt,2020,366,318,44,3,1,0,0,180,53,29,0,0,225,81,60,CA,673,60.5508,48.0549,73.0492,22.2142,06023,9,1281.187312,66,215,Carbon Monoxide,604.660977,47.2,Airport,1017.146292,Arcata,682.39476,2020,128,reported,2019,16.6,7,Formaldehyde,9.5,21.5707,34.8,Sacramento,34.8,Formaldehyde
California,Imperial,2020,366,94,244,26,2,0,0,166,97,60,0,1,153,146,66,CA,673,60.5508,48.0549,73.0492,22.2142,06025,9,2450.252807,61,37,Carbon Monoxide,440.668863,17.98,Unspecified,1870.801538,US GYPSUM PLASTER CITY,1215.782675,2020,128,reported,2019,22.0,7,Formaldehyde,15.4,21.5707,34.8,Sacramento,34.8,Formaldehyde
California,Inyo,2020,366,158,153,23,16,8,8,705,130,57,0,0,218,128,20,CA,673,60.5508,48.0549,73.0492,22.2142,06027,9,549.965372,47,25,Carbon Monoxide,174.390094,31.71,Airport,208.599986,"COSO OPERATING COMPANY, LLC",146.265636,2020,128,reported,2019,11.0,7,Formaldehyde,6.7,21.5707,34.8,Sacramento,34.8,Formaldehyde
California,Kern,2020,366,56,180,98,28,4,0,267,140,83,0,0,184,166,16,CA,673,60.5508,48.0549,73.0492,22.2142,06029,9,22167.742791,145,1389,Carbon Monoxide,7889.638858,35.59,Portland Cement Manufacturing,11963.358743,NATIONAL CEMENT CO,4731.177369,2020,128,reported,2019,23.7,7,Formaldehyde,16.8,21.5707,34.8,Sacramento,34.8,Formaldehyde
California,Kings,2020,366,76,220,54,13,2,1,548,124,70,0,0,118,199,49,CA,673,60.5508,48.0549,73.0492,22.2142,06031,9,2641.721611,105,237,Volatile Organic Compounds,1067.498661,40.41,Unspecified,2091.572249,KOCHERGEN FARMS COMPOSTING INC,1203.565457,2020,128,reported,2019,22.9,7,Formaldehyde,16.5,21.5707,34.8,Sacramento,34.8,Formaldehyde
California,Lake,2020,351,341,6,1,3,0,0,190,44,32,0,0,324,25,2,CA,673,60.5508,48.0549,73.0492,22.2142,06033,9,684.638706,59,20,Ammonia,280.6,40.99,Electricity Generation Geothermal,289.32106,Lampson Field,268.931868,2020,128,reported,2019,21.7,7,Formaldehyde,14.2,21.5707,34.8,Sacramento,34.8,Formaldehyde
California,Los Angeles,2020,366,35,194,77,43,17,0,250,166,85,0,9,180,175,2,CA,673,60.5508,48.0549,73.0492,22.2142,06037,9,39274.066627,142,1039,Carbon Monoxide,13168.736464,33.53,Petroleum Refinery,14828.67051,LOS ANGELES INT AIRPORT,5753.810331,2020,128,reported,2019,28.8,7,Formaldehyde,18.2,21.5707,34.8,Sacramento,34.8,Formaldehyde
California,Madera,2020,366,104,209,34,15,4,0,275,113,64,0,0,173,174,19,CA,673,60.5508,48.0549,73.0492,22.2142,06039,9,1968.38467,96,278,Carbon Monoxide,583.097873,29.62,Mineral Wool Plant,435.675704,CERTAINTEED CORPORATION,435.675704,2020,128,reported,2019,23.4,7,Formaldehyde,16.6,21.5707,34.8,Sacramento,34.8,Formaldehyde
California,Marin,2020,366,272,85,4,4,1,0,231,62,36,0,8,148,210,0,CA,673,60.5508,48.0549,73.0492,22.2142,06041,9,1233.295281,81,350,Carbon Monoxide,391.270686,31.73,Landfill,666.713365,REDWOOD LANDFILL INC,666.713365,2020,128,reported,2019,16.8,7,Formaldehyde,10.4,21.5707,34.8,Sacramento,34.8,Formaldehyde
California,Mariposa,2020,366,195,123,27,10,6,5,1073,111,49,0,0,275,84,7,CA,673,60.5508,48.0549,73.0492,22.2142,06043,9,29.228388,40,1,Carbon Monoxide,26.193978,89.62,Airport,29.228388,Mariposa-Yosemite,29.228388,2020,128,reported,2019,20.0,7,Formaldehyde,14.6,21.5707,34.8,Sacramento,34.8,Formaldehyde
California,Mendocino,2020,366,240,103,10,10,0,3,716,79,40,0,0,112,252,2,CA,673,60.5508,48.0549,73.0492,22.2142,06045,9,218.17836,44,13,Carbon Monoxide,166.53386,76.33,Airport,189.694837,Ukiah Muni,135.390192,2020,128,reported,2019,18.2,7,Formaldehyde,11.9,21.5707,34.8,Sacramento,34.8,Formaldehyde
California,Merced,2020,366,131,203,17,15,0,0,194,96,57,0,0,164,201,1,CA,673,60.5508,48.0549,73.0492,22.2142,06047,9,2269.419564,136,386,Carbon Monoxide,651.20113,28.69,Unspecified,995.544561,E & J GALLO WINERY,258.946451,2020,128,reported,2019,24.4,7,Formaldehyde,17.1,21.5707,34.8,Sacramento,34.8,Formaldehyde
